,clientes,predicción
6813,171680,0
6814,171688,0
6815,171690,0
6816,171696,1
6817,171698,1
6818,171712,1
6819,171732,0
6820,171738,1
6821,171740,1
6822,171744,1
6823,171764,1
6824,171776,1
6825,171788,0
6826,171794,0
6827,171796,0
6828,171812,1
6829,171818,0
6830,171826,1
6831,171832,1
6832,171850,1
6833,171852,0
6834,171856,0
6835,171866,1
6836,171882,1
6837,171886,0
6838,171900,0
6839,171902,0
6840,171904,0
6841,171908,0
6842,171944,0
6843,171954,0
6844,171988,0
6845,172010,0
6846,172038,1
6847,172040,0
6848,172050,0
6849,172052,0
6850,172062,0
6851,172064,1
6852,172068,1
6853,172078,1
6854,172080,1
6855,172088,0
6856,172094,0
6857,172102,0
6858,172106,1
6859,172108,0
6860,172114,1
6861,172132,0
6862,172138,0
6863,172144,1
6864,172150,1
6865,172174,1
6866,172180,0
6867,172184,0
6868,172246,0
6869,172248,1
6870,172252,1
6871,172254,0
6872,172270,0
6873,172302,0
6874,172310,0
6875,172326,0
6876,172346,0
6877,172350,1
6878,172352,1
6879,172378,0
6880,172382,1
6881,172410,0
6882,172428,0
6883,172434,0
6884,172440,1
6885,172444,0
6886,172458,0
6887,172464,0
6888,172468,0
6889,172502,0
6890,172520,0
6891,172526,1
6892,172546,0
6893,172560,0
6894,172576,0
6895,172584,0
6896,172586,0
6897,172590,1
6898,172592,1
6899,172602,0
6900,172622,0
6901,172634,1
6902,172642,1
6903,172664,1
6904,172674,0
6905,172676,1
6906,172680,0
6907,172690,0
6908,172696,0
6909,172726,0
6910,172730,0
6911,172734,0
6912,172738,0
6913,172770,0
6914,172782,0
6915,172790,0
6916,172810,0
6917,172812,0
6918,172816,1
6919,172836,0
6920,172838,1
6921,172842,0
6922,172852,1
6923,172868,0
6924,172872,0
6925,172884,1
6926,172902,1
6927,172906,0
6928,172912,0
6929,172920,0
6930,172928,0
6931,172940,0
6932,172952,0
6933,172958,1
6934,172962,0
6935,172972,1
6936,172980,1
6937,172994,0
6938,173008,0
6939,173010,0
6940,173030,0
6941,173064,0
6942,173070,1
6943,173080,0
6944,173082,1
6945,173094,1
6946,173096,0
6947,173098,0
6948,173114,1
6949,173118,0
6950,173134,0
6951,173158,0
6952,173178,0
6953,173184,0
6954,173206,1
6955,173208,1
6956,173212,1
6957,173230,1
6958,173240,0
6959,173246,0
6960,173248,1
6961,173250,1
6962,173268,0
6963,173272,1
6964,173292,0
6965,173294,0
6966,173318,1
6967,173320,0
6968,173328,1
6969,173334,1
6970,173342,0
6971,173356,0
6972,173366,0
6973,173386,1
6974,173388,0
6975,173390,0
6976,173408,0
6977,173436,1
6978,173438,0
6979,173440,0
6980,173448,0
6981,173452,1
6982,173454,0
6983,173458,0
6984,173470,1
6985,173488,1
6986,173504,0
6987,173506,0
6988,173518,0
6989,173534,1
6990,173554,0
6991,173558,1
6992,173560,0
6993,173570,0
6994,173586,0
6995,173588,1
6996,173598,0
6997,173606,0
6998,173616,1
6999,173620,0
7000,173622,0
7001,173634,1
7002,173652,0
7003,173654,0
7004,173662,0
7005,173664,1
7006,173668,0
7007,173698,1
7008,173700,0
7009,173704,0
7010,173708,0
7011,173730,0
7012,173734,1
7013,173740,0
7014,173742,1
7015,173754,1
7016,173768,1
7017,173778,1
7018,173790,0
7019,173794,1
7020,173810,0
7021,173818,1
7022,173822,0
7023,173828,0
7024,173842,1
7025,173848,0
7026,173850,0
7027,173852,0
7028,173860,0
7029,173864,1
7030,173866,0
7031,173892,1
7032,173906,0
7033,173916,0
7034,173926,0
7035,173930,0
7036,173932,1
7037,173936,0
7038,173948,0
7039,173958,0
7040,173960,0
7041,173964,0
7042,173968,0
7043,173970,0
7044,173980,0
7045,173996,0
7046,173998,1
7047,174006,0
7048,174012,0
7049,174022,1
7050,174048,0
7051,174076,1
7052,174102,0
7053,174114,1
7054,174120,1
7055,174132,1
7056,174134,1
7057,174138,0
7058,174142,0
7059,174152,1
7060,174154,0
7061,174192,0
7062,174208,0
7063,174222,1
7064,174224,1
7065,174244,0
7066,174248,1
7067,174254,0
7068,174260,1
7069,174272,0
7070,174298,0
7071,174316,0
7072,174320,0
7073,174324,0
7074,174326,0
7075,174330,1
7076,174334,0
7077,174336,0
7078,174340,0
7079,174342,1
7080,174348,1
7081,174350,0
7082,174354,0
7083,174378,0
7084,174382,0
7085,174384,1
7086,174386,0
7087,174390,0
7088,174394,0
7089,174396,0
7090,174406,1
7091,174412,1
7092,174432,0
7093,174436,1
7094,174438,1
7095,174444,0
7096,174450,1
7097,174452,0
7098,174454,0
7099,174460,1
7100,174462,1
7101,174466,0
7102,174480,1
7103,174486,0
7104,174498,0
7105,174504,1
7106,174512,0
7107,174522,1
7108,174552,1
7109,174556,1
7110,174560,1
7111,174568,0
7112,174574,0
7113,174600,1
7114,174606,1
7115,174616,0
7116,174624,0
7117,174630,0
7118,174664,0
7119,174672,0
7120,174678,0
7121,174680,1
7122,174682,1
7123,174688,1
7124,174690,0
7125,174700,0
7126,174712,0
7127,174720,1
7128,174722,0
7129,174724,1
7130,174742,0
7131,174748,0
7132,174750,0
7133,174758,1
7134,174786,0
7135,174794,0
7136,174808,0
7137,174834,1
7138,174836,0
7139,174856,0
7140,174858,0
7141,174860,1
7142,174872,0
7143,174884,0
7144,174886,0
7145,174888,1
7146,174898,1
7147,174900,1
7148,174906,1
7149,174914,0
7150,174918,0
7151,174928,0
7152,174932,1
7153,174936,0
7154,174938,0
7155,174940,0
7156,174944,0
7157,174952,0
7158,174962,1
7159,174968,1
7160,174986,1
7161,174996,0
7162,175006,1
7163,175014,0
7164,175018,0
7165,175020,0
7166,175030,0
7167,175036,0
7168,175060,0
7169,175064,0
7170,175072,0
7171,175084,1
7172,175096,1
7173,175104,1
7174,175120,1
7175,175138,0
7176,175142,1
7177,175158,1
7178,175160,0
7179,175166,1
7180,175170,1
7181,175180,1
7182,175184,0
7183,175186,1
7184,175192,0
7185,175202,1
7186,175204,1
7187,175210,1
7188,175220,1
7189,175230,0
7190,175236,0
7191,175246,0
7192,175258,1
7193,175260,1
7194,175264,0
7195,175272,0
7196,175278,0
7197,175282,1
7198,175284,1
7199,175292,1
7200,175308,0
7201,175314,0
7202,175318,1
7203,175320,0
7204,175326,0
7205,175334,0
7206,175342,0
7207,175344,0
7208,175354,0
7209,175368,0
7210,175372,1
7211,175388,0
7212,175400,0
7213,175402,1
7214,175410,1
7215,175412,0
7216,175432,1
7217,175434,1
7218,175436,0
7219,175444,1
7220,175446,0
7221,175474,0
7222,175478,1
7223,175482,1
7224,175484,1
7225,175488,0
7226,175492,1
7227,175496,0
7228,175510,0
7229,175516,1
7230,175524,1
7231,175528,0
7232,175532,0
7233,175542,1
7234,175544,1
7235,175552,1
7236,175558,0
7237,175574,1
7238,175582,1
7239,175592,0
7240,175600,0
7241,175604,1
7242,175614,0
7243,175616,0
7244,175620,0
7245,175634,0
7246,175652,1
7247,175656,0
7248,175662,0
7249,175682,1
7250,175688,0
7251,175696,0
7252,175700,0
7253,175708,0
7254,175742,0
7255,175774,1
7256,175796,1
7257,175798,1
7258,175800,0
7259,175802,0
7260,175812,0
7261,175816,0
7262,175846,0
7263,175848,0
7264,175850,0
7265,175852,1
7266,175866,0
7267,175868,0
7268,175872,1
7269,175888,0
7270,175890,1
7271,175892,1
7272,175896,0
7273,175908,1
7274,175912,0
7275,175916,1
7276,175972,1
7277,175982,0
7278,175988,0
7279,175998,0
7280,176008,0
7281,176014,0
7282,176018,0
7283,176020,0
7284,176036,1
7285,176060,0
7286,176062,0
7287,176068,0
7288,176086,0
7289,176096,0
7290,176100,0
7291,176104,0
7292,176110,1
7293,176114,1
7294,176126,1
7295,176140,1
7296,176144,0
7297,176154,0
7298,176160,1
7299,176162,0
7300,176170,0
7301,176172,1
7302,176176,0
7303,176180,1
7304,176192,0
7305,176200,1
7306,176208,0
7307,176216,1
7308,176218,1
7309,176222,1
7310,176226,0
7311,176228,1
7312,176232,0
7313,176242,1
7314,176248,1
7315,176262,0
7316,176266,1
7317,176276,0
7318,176296,1
7319,176302,1
7320,176304,1
7321,176306,1
7322,176310,1
7323,176344,0
7324,176352,1
7325,176358,0
7326,176360,0
7327,176380,1
7328,176384,0
7329,176406,0
7330,176410,1
7331,176414,0
7332,176428,1
7333,176434,0
7334,176438,0
7335,176450,1
7336,176454,0
7337,176456,0
7338,176462,0
7339,176466,1
7340,176468,1
7341,176480,1
7342,176490,1
7343,176498,1
7344,176516,0
7345,176518,0
7346,176526,0
7347,176530,0
7348,176536,1
7349,176554,0
7350,176558,0
7351,176562,0
7352,176566,0
7353,176582,1
7354,176594,1
7355,176604,1
7356,176616,0
7357,176626,0
7358,176636,1
7359,176644,1
7360,176652,0
7361,176654,0
7362,176674,0
7363,176680,0
7364,176684,1
7365,176696,0
7366,176700,0
7367,176704,0
7368,176708,0
7369,176710,1
7370,176714,0
7371,176718,1
7372,176728,1
7373,176730,0
7374,176746,0
7375,176766,0
7376,176776,0
7377,176784,0
7378,176812,0
7379,176832,0
7380,176834,0
7381,176842,1
7382,176870,0
7383,176878,0
7384,176886,1
7385,176888,0
7386,176890,0
7387,176892,1
7388,176904,0
7389,176924,1
7390,176926,0
7391,176928,0
7392,176930,1
7393,176940,1
7394,176950,0
7395,176974,1
7396,176978,0
7397,176986,0
7398,176998,1
7399,177000,0
7400,177010,0
7401,177020,0
7402,177026,1
7403,177058,0
7404,177064,0
7405,177068,1
7406,177070,0
7407,177080,1
7408,177104,0
7409,177120,0
7410,177128,1
7411,177134,1
7412,177152,1
7413,177154,1
7414,177158,1
7415,177168,0
7416,177186,0
7417,177194,0
7418,177210,1
7419,177214,0
7420,177218,0
7421,177224,1
7422,177228,0
7423,177238,0
7424,177240,0
7425,177252,1
7426,177260,0
7427,177268,0
7428,177284,1
7429,177288,1
7430,177300,0
7431,177304,0
7432,177312,1
7433,177338,0
7434,177350,1
7435,177352,1
7436,177356,0
7437,177364,0
7438,177374,1
7439,177376,0
7440,177390,0
7441,177410,1
7442,177418,0
7443,177420,0
7444,177440,0
7445,177458,1
7446,177462,0
7447,177464,0
7448,177502,1
7449,177512,1
7450,177516,0
7451,177518,0
7452,177524,0
7453,177532,0
7454,177536,0
7455,177540,0
7456,177548,1
7457,177564,1
7458,177566,1
7459,177570,0
7460,177580,1
7461,177588,0
7462,177600,0
7463,177606,0
7464,177622,0
7465,177626,1
7466,177630,0
7467,177638,0
7468,177664,0
7469,177670,0
7470,177678,1
7471,177682,1
7472,177684,0
7473,177686,0
7474,177690,1
7475,177692,0
7476,177698,0
7477,177720,0
7478,177738,1
7479,177740,0
7480,177744,1
7481,177750,1
7482,177754,0
7483,177782,0
7484,177788,1
7485,177802,1
7486,177804,0
7487,177814,0
7488,177818,0
7489,177826,0
7490,177830,0
7491,177836,0
7492,177846,1
7493,177848,0
7494,177854,0
7495,177856,1
7496,177862,0
7497,177872,0
7498,177898,0
7499,177900,1
7500,177902,1
7501,177906,1
7502,177912,0
7503,177946,0
7504,177950,0
7505,177974,0
7506,177994,0
7507,177998,1
7508,178002,0
7509,178004,0
7510,178010,1
7511,178016,0
7512,178030,1
7513,178032,0
7514,178050,0
7515,178054,1
7516,178076,0
7517,178084,0
7518,178102,0
7519,178106,0
7520,178108,1
7521,178112,0
7522,178126,0
7523,178146,0
7524,178150,0
7525,178152,0
7526,178162,0
7527,178174,0
7528,178180,1
7529,178218,0
7530,178222,0
7531,178230,1
7532,178232,0
7533,178236,0
7534,178242,1
7535,178244,0
7536,178246,1
7537,178248,1
7538,178260,1
7539,178270,0
7540,178272,1
7541,178304,1
7542,178312,1
7543,178314,1
7544,178340,0
7545,178342,0
7546,178350,0
7547,178352,0
7548,178354,1
7549,178360,0
7550,178364,1
7551,178368,1
7552,178376,1
7553,178394,0
7554,178396,0
7555,178406,1
7556,178408,1
7557,178418,0
7558,178424,0
7559,178428,1
7560,178430,1
7561,178432,1
7562,178436,1
7563,178438,1
7564,178450,0
7565,178482,0
7566,178492,1
7567,178496,0
7568,178502,0
7569,178514,0
7570,178536,1
7571,178552,1
7572,178554,1
7573,178556,0
7574,178558,1
7575,178560,1
7576,178570,1
7577,178574,0
7578,178586,0
7579,178602,1
7580,178604,0
7581,178616,1
7582,178622,0
7583,178624,0
7584,178630,1
7585,178632,0
7586,178634,0
7587,178652,1
7588,178660,1
7589,178672,1
7590,178674,1
7591,178676,1
7592,178680,0
7593,178694,1
7594,178716,0
7595,178718,1
7596,178726,0
7597,178728,0
7598,178750,0
7599,178752,0
7600,178770,0
7601,178774,0
7602,178788,1
7603,178790,1
7604,178808,0
7605,178826,1
7606,178830,0
7607,178836,0
7608,178840,1
7609,178870,0
7610,178874,0
7611,178876,0
7612,178880,0
7613,178886,0
7614,178898,0
7615,178906,1
7616,178910,0
7617,178938,0
7618,178940,0
7619,178942,1
7620,178958,0
7621,178964,0
7622,178966,0
7623,178970,0
7624,178984,1
7625,179004,0
7626,179006,1
7627,179008,0
7628,179024,1
7629,179032,1
7630,179036,0
7631,179070,1
7632,179082,1
7633,179092,0
7634,179094,0
7635,179098,1
7636,179104,0
7637,179130,1
7638,179136,0
7639,179140,0
7640,179180,1
7641,179184,1
7642,179186,0
7643,179190,0
7644,179192,1
7645,179204,0
7646,179208,1
7647,179220,0
7648,179224,0
7649,179236,1
7650,179238,0
7651,179254,1
7652,179256,1
7653,179264,0
7654,179278,0
7655,179290,0
7656,179302,1
7657,179306,0
7658,179308,1
7659,179332,1
7660,179354,1
7661,179382,0
7662,179396,1
7663,179418,0
7664,179482,1
7665,179484,0
7666,179500,0
7667,179502,0
7668,179510,1
7669,179522,1
7670,179532,1
7671,179536,0
7672,179550,1
7673,179576,0
7674,179620,1
7675,179630,0
7676,179650,0
7677,179660,1
7678,179662,0
7679,179670,1
7680,179672,0
7681,179684,0
7682,179686,1
7683,179696,0
7684,179698,0
7685,179710,0
7686,179714,1
7687,179718,0
7688,179726,0
7689,179730,0
7690,179736,1
7691,179738,1
7692,179780,0
7693,179790,0
7694,179798,1
7695,179804,0
7696,179812,1
7697,179814,0
7698,179818,1
7699,179834,1
7700,179838,1
7701,179848,1
7702,179850,1
7703,179862,0
7704,179864,0
7705,179870,1
7706,179878,1
7707,179890,0
7708,179908,1
7709,179920,1
7710,179922,0
7711,179926,1
7712,179930,1
7713,179940,1
7714,179964,0
7715,179972,0
7716,179974,0
7717,179986,0
7718,180000,0
7719,180010,0
7720,180014,1
7721,180024,1
7722,180026,0
7723,180050,0
7724,180054,0
7725,180090,1
7726,180112,1
7727,180116,1
7728,180124,0
7729,180126,0
7730,180138,1
7731,180162,1
7732,180170,1
7733,180178,0
7734,180204,1
7735,180206,0
7736,180208,0
7737,180212,0
7738,180214,0
7739,180216,1
7740,180218,1
7741,180224,0
7742,180226,1
7743,180238,1
7744,180258,1
7745,180272,0
7746,180276,0
7747,180278,0
7748,180290,1
7749,180296,0
7750,180300,0
7751,180304,0
7752,180328,1
7753,180334,1
7754,180356,1
7755,180360,0
7756,180362,0
7757,180386,1
7758,180396,0
7759,180400,0
7760,180410,0
7761,180426,0
7762,180456,0
7763,180458,1
7764,180468,0
7765,180486,0
7766,180490,1
7767,180492,1
7768,180494,0
7769,180508,1
7770,180520,1
7771,180526,1
7772,180542,0
7773,180554,1
7774,180560,0
7775,180572,1
7776,180582,1
7777,180594,1
7778,180600,0
7779,180612,0
7780,180616,1
7781,180624,0
7782,180654,0
7783,180666,1
7784,180704,1
7785,180708,0
7786,180712,1
7787,180722,0
7788,180732,0
7789,180736,0
7790,180738,0
7791,180746,0
7792,180750,0
7793,180764,1
7794,180774,1
7795,180794,1
7796,180804,1
7797,180820,1
7798,180822,1
7799,180824,1
7800,180838,1
7801,180850,1
7802,180852,0
7803,180856,0
7804,180864,0
7805,180868,1
7806,180884,1
7807,180886,0
7808,180888,1
7809,180890,1
7810,180894,1
7811,180902,1
7812,180914,1
7813,180916,1
7814,180920,0
7815,180930,1
7816,180936,0
7817,180944,1
7818,180946,1
7819,180952,0
7820,180956,0
7821,180960,0
7822,180966,0
7823,180984,1
7824,180988,1
7825,180992,0
7826,181010,0
7827,181016,0
7828,181034,0
7829,181038,0
7830,181044,0
7831,181046,0
7832,181066,1
7833,181070,0
7834,181086,0
7835,181090,1
7836,181092,0
7837,181100,0
7838,181104,1
7839,181106,0
7840,181116,1
7841,181146,1
7842,181152,0
7843,181184,0
7844,181188,0
7845,181206,1
7846,181244,1
7847,181254,0
7848,181260,0
7849,181272,1
7850,181292,1
7851,181332,0
7852,181334,1
7853,181340,1
7854,181344,0
7855,181348,1
7856,181356,1
7857,181374,1
7858,181376,0
7859,181384,0
7860,181402,1
7861,181430,0
7862,181450,0
7863,181462,0
7864,181486,0
7865,181488,0
7866,181490,0
7867,181496,1
7868,181506,0
7869,181512,1
7870,181520,1
7871,181522,1
7872,181526,0
7873,181540,0
7874,181548,0
7875,181564,1
7876,181570,1
7877,181578,1
7878,181590,0
7879,181592,0
7880,181598,0
7881,181600,1
7882,181612,0
7883,181630,1
7884,181642,1
7885,181668,1
7886,181674,0
7887,181678,0
7888,181680,0
7889,181720,0
7890,181724,1
7891,181732,0
7892,181740,1
7893,181742,0
7894,181744,1
7895,181748,0
7896,181756,1
7897,181758,0
7898,181760,0
7899,181768,0
7900,181778,1
7901,181784,1
7902,181808,1
7903,181820,0
7904,181828,0
7905,181848,0
7906,181854,0
7907,181856,1
7908,181860,0
7909,181868,0
7910,181876,1
7911,181888,0
7912,181892,0
7913,181894,0
7914,181896,0
7915,181906,0
7916,181932,1
7917,181934,0
7918,181936,1
7919,181938,1
7920,181944,0
7921,181956,1
7922,181980,0
7923,181982,1
7924,181988,1
7925,181996,0
7926,182040,0
7927,182046,0
7928,182180,0
7929,182196,0
7930,182200,1
7931,182210,0
7932,182216,0
7933,182222,0
7934,182232,0
7935,182240,1
7936,182254,1
7937,182260,1
7938,182268,1
7939,182272,1
7940,182282,0
7941,182292,0
7942,182294,1
7943,182296,0
7944,182300,0
7945,182316,0
7946,182322,0
7947,182324,0
7948,182326,1
7949,182330,1
7950,182332,0
7951,182370,1
7952,182388,1
7953,182394,0
7954,182398,0
7955,182404,0
7956,182428,1
7957,182444,1
7958,182458,0
7959,182538,1
7960,182544,1
7961,182596,0
7962,182610,0
7963,182630,1
7964,182632,1
7965,182646,1
7966,182648,0
7967,182652,0
7968,182694,0
7969,182714,0
7970,182740,0
7971,182748,1
7972,182794,0
7973,182796,1
7974,182798,0
7975,182804,1
7976,182810,0
7977,182816,1
7978,182838,1
7979,182842,0
7980,182874,1
7981,182904,1
7982,182912,0
7983,182914,1
7984,182916,1
7985,182928,0
7986,182932,0
7987,182942,1
7988,182946,1
7989,182948,1
7990,182962,0
7991,182966,1
7992,182980,1
7993,182982,1
7994,183058,1
7995,183062,0
7996,183082,0
7997,183096,0
7998,183134,1
7999,183144,1
8000,183170,0
8001,183174,1
8002,183176,0
8003,183186,0
8004,183232,0
8005,183276,0
8006,183286,1
8007,183288,0
8008,183298,1
8009,183302,1
8010,183312,1
8011,183328,1
8012,183342,0
8013,183352,0
8014,183370,1
8015,183380,0
8016,183388,0
8017,183404,1
8018,183406,0
8019,183414,0
8020,183418,0
8021,183422,0
8022,183424,0
8023,183428,0
8024,183430,0
8025,183432,0
8026,183434,0
8027,183438,1
8028,183444,1
8029,183448,0
8030,183454,0
8031,183456,1
8032,183458,0
8033,183474,0
8034,183486,0
8035,183490,1
8036,183492,1
8037,183498,1
8038,183508,0
8039,183510,1
8040,183514,1
8041,183532,1
8042,183580,0
8043,183594,1
8044,183602,0
8045,183608,1
8046,183612,0
8047,183636,0
8048,183640,0
8049,183642,0
8050,183684,1
8051,183704,1
8052,183714,1
8053,183728,0
8054,183730,1
8055,183740,0
8056,183748,1
8057,183768,0
8058,183772,1
8059,183782,0
8060,183832,1
8061,183880,0
8062,183888,1
8063,183900,1
8064,183906,1
8065,183908,1
8066,183936,1
8067,183942,0
8068,183952,1
8069,183958,0
8070,183964,0
8071,183966,0
8072,183968,0
8073,183970,0
8074,183974,0
8075,183984,1
8076,183990,1
8077,183992,1
8078,183996,0
8079,184010,1
8080,184022,0
8081,184028,1
8082,184032,0
8083,184046,0
8084,184052,0
8085,184078,0
8086,184090,1
8087,184094,0
8088,184134,0
8089,184136,0
8090,184142,0
8091,184144,0
8092,184146,1
8093,184174,0
8094,184264,0
8095,184324,0
8096,184352,0
8097,184588,1
8098,184656,0
8099,184696,1
8100,184712,0
8101,184714,0
8102,184772,0
8103,184774,1
8104,184796,0
8105,184806,1
8106,184830,1
8107,184848,1
8108,184854,0
8109,184872,1
8110,184874,0
8111,184876,1
8112,184878,0
8113,184910,1
8114,184912,0
8115,185044,0
8116,185052,1
8117,185058,0
8118,185060,0
8119,185100,0
8120,185104,1
8121,185114,0
8122,185122,1
8123,185130,0
8124,185156,0
8125,185164,0
8126,185206,0
8127,185210,1
8128,185212,0
8129,185220,1
8130,185248,1
8131,185296,1
8132,185362,0
8133,185378,0
8134,185388,0
8135,185460,1
8136,185462,1
8137,185464,0
8138,185478,0
8139,185482,1
8140,185488,0
8141,185490,1
8142,185492,1
8143,185512,0
8144,185546,0
8145,185612,0
8146,185620,1
8147,185642,1
8148,185662,1
8149,185684,0
8150,185692,1
8151,185736,0
8152,185740,0
8153,185746,1
8154,185758,0
8155,185760,0
8156,185768,1
8157,185776,1
8158,185872,1
8159,185880,0
8160,185888,0
8161,185918,0
8162,185940,0
8163,185966,0
8164,185978,1
8165,186042,0
8166,186098,0
8167,186156,1
8168,186162,0
8169,186166,0
8170,186172,1
8171,186178,0
8172,186184,1
8173,186202,0
8174,186206,0
8175,186246,0
8176,186248,1
8177,186292,0
8178,186294,0
8179,186300,1
8180,186388,0
8181,186390,1
8182,186412,1
8183,186414,0
8184,186424,1
8185,186430,0
8186,186476,1
8187,186504,0
8188,186512,0
8189,186556,0
8190,186572,0
8191,186590,0
8192,186598,1
8193,186620,1
8194,186624,0
8195,186640,0
8196,186650,0
8197,186704,1
8198,186710,0
8199,186732,0
8200,186744,0
8201,186778,1
8202,186854,0
8203,186900,0
8204,186950,0
8205,187004,0
8206,187010,1
8207,187090,0
8208,187092,1
8209,187144,0
8210,187176,0
8211,187206,1
8212,187234,1
8213,187258,0
8214,187296,0
8215,187306,0
8216,187308,0
8217,187312,0
8218,187324,1
8219,187340,0
8220,187476,1
8221,187496,0
8222,187602,0
8223,187638,1
8224,187696,0
8225,187718,1
8226,187720,1
8227,187732,1
8228,187756,1
8229,187760,1
8230,187762,1
8231,187784,1
8232,187898,0
8233,187918,0
8234,187936,1
8235,187948,0
8236,187978,1
8237,187996,1
8238,188032,1
8239,188048,0
8240,188050,0
8241,188052,1
8242,188116,0
8243,188130,0
8244,188158,0
8245,188164,1
8246,188178,0
8247,188244,1
8248,188254,1
8249,188318,1
8250,188326,1
8251,188402,1
8252,188416,1
8253,188466,0
8254,188522,1
8255,188532,0
8256,188614,0
8257,188626,0
8258,190680,1
8259,190706,1
8260,190750,0
8261,190798,1
8262,190844,1
8263,190868,1
8264,190894,1
8265,190942,1
8266,190946,0
8267,190956,0
8268,190974,1
8269,190990,1
8270,191000,0
8271,191018,0
8272,191028,1
8273,191030,1
8274,191056,0
8275,191060,0
8276,191108,1
8277,191166,1
8278,191176,1
8279,191180,1
8280,191294,0
8281,191316,0
8282,191342,0
8283,191388,0
8284,191428,0
8285,191442,0
8286,191474,0
8287,191478,1
8288,191712,0
8289,191868,1
8290,191872,0
8291,191944,1
8292,191960,1
8293,191986,1
8294,191996,0
8295,191998,0
8296,192012,0
8297,192014,0
8298,192022,1
8299,192026,0
8300,192034,0
8301,192040,1
8302,192046,0
8303,192074,0
8304,192082,0
8305,192090,1
8306,192104,0
8307,192126,0
8308,192136,0
8309,192174,0
8310,192188,1
8311,192196,0
8312,192202,0
8313,192212,0
8314,192228,1
8315,192232,0
8316,192246,1
8317,192254,0
8318,192256,0
8319,192284,0
8320,192314,0
8321,192384,0
8322,192406,0
8323,192420,0
8324,192446,0
8325,192458,0
8326,192498,1
8327,192510,0
8328,192528,0
8329,192566,0
8330,192576,0
8331,192592,1
8332,192636,0
8333,192660,0
8334,192712,0
8335,192738,1
8336,192748,0
8337,192752,1
8338,192768,1
8339,192786,0
8340,192804,0
8341,192810,0
8342,192814,0
8343,192836,0
8344,192838,1
8345,192892,1
8346,192894,0
8347,192896,0
8348,192960,0
8349,193080,0
8350,193184,0
8351,193198,1
8352,193220,1
8353,193642,0
8354,193646,1
8355,193700,1
8356,193716,0
8357,193736,1
8358,193744,1
8359,193748,0
8360,193828,0
8361,193860,0
8362,193938,1
8363,193958,0
8364,193960,0
8365,193964,0
8366,193984,0
8367,193986,0
8368,193996,0
8369,194002,1
8370,194010,1
8371,194012,0
8372,194046,0
8373,194066,0
8374,194096,1
8375,195222,1
8376,195240,0
8377,195246,1
8378,195278,1
8379,195286,1
8380,195450,0
8381,195474,0
8382,195478,1
8383,195482,0
8384,195494,0
8385,195498,0
8386,195502,1
8387,195508,0
8388,195512,1
8389,195556,1
8390,195564,0
8391,195566,0
8392,195574,0
8393,195576,0
8394,195592,0
8395,195612,0
8396,195624,0
8397,195628,0
8398,195644,0
8399,195658,1
8400,195712,0
8401,195718,1
8402,195720,0
8403,195726,0
8404,195734,1
8405,195736,1
8406,195742,0
8407,195754,0
8408,195770,1
8409,195776,0
8410,195778,1
8411,195780,0
8412,195794,0
8413,195800,0
8414,195806,1
8415,195840,1
8416,195856,0
8417,195862,0
8418,195866,0
8419,195874,1
8420,195882,0
8421,195888,0
8422,195894,1
8423,195896,0
8424,195904,0
8425,195910,1
8426,195926,1
8427,195928,0
8428,195942,0
8429,195952,1
8430,195958,0
8431,195960,1
8432,195974,0
8433,195982,1
8434,196010,1
8435,196018,0
8436,196042,1
8437,196044,1
8438,196048,1
8439,196050,0
8440,196060,1
8441,196072,0
8442,196092,0
8443,196094,1
8444,196120,0
8445,196128,1
8446,196130,0
8447,196134,0
8448,196142,0
8449,196156,0
8450,196162,0
8451,196176,1
8452,196178,1
8453,196182,1
8454,196198,0
8455,196226,1
8456,196240,0
8457,196242,0
8458,196244,0
8459,196246,0
8460,196250,0
8461,196278,0
8462,196298,0
8463,196314,0
8464,196318,0
8465,196348,0
8466,196352,1
8467,196356,1
8468,196362,1
8469,196366,1
8470,196378,0
8471,196396,0
8472,196400,0
8473,196414,0
8474,196440,0
8475,196450,1
8476,196472,0
8477,196482,0
8478,196488,0
8479,196494,0
8480,196528,1
8481,196534,1
8482,196538,0
8483,196540,0
8484,196542,1
8485,196548,1
8486,196554,0
8487,196574,0
8488,196586,0
8489,196590,0
8490,196614,0
8491,196652,1
8492,196670,0
8493,196676,0
8494,196696,1
8495,196700,1
8496,196702,0
8497,196708,0
8498,196710,0
8499,196712,0
8500,196722,1
8501,196724,0
8502,196732,0
8503,196750,0
8504,196752,0
8505,196756,1
8506,196758,1
8507,196770,0
8508,196790,0
8509,196844,0
8510,196846,1
8511,196858,0
8512,196864,1
8513,196866,0
8514,196870,0
8515,196884,0
8516,196894,0
8517,196902,1
8518,196904,1
8519,196910,1
8520,196912,1
8521,196918,0
8522,196928,0
8523,196944,1
8524,196958,1
8525,196968,0
8526,196970,0
8527,197046,1
8528,197064,0
8529,197100,0
8530,197104,1
8531,197106,0
8532,197112,1
8533,197114,0
8534,197168,0
8535,197172,0
8536,197180,1
8537,197200,0
8538,197226,1
8539,197238,0
8540,197242,0
8541,197266,0
8542,197290,1
8543,197304,0
8544,197306,0
8545,197350,0
8546,197368,1
8547,197390,0
8548,197400,0
8549,197406,1
8550,197410,0
8551,197424,1
8552,197432,0
8553,197446,1
8554,197458,1
8555,197462,0
8556,197464,1
8557,197474,0
8558,197496,1
8559,197506,0
8560,197554,1
